"Company","Date","Followers"
"NVIDIA",2020-10-14,650498
"NVIDIA",2020-10-18,653338
"NVIDIA",2020-12-27,696289
"NVIDIA",2021-02-19,727133
"NVIDIA",2021-03-26,747937
"NVIDIA",2023-01-21,1268868
"NVIDIA",2023-01-25,1273917
"NVIDIA",2023-01-29,1277474
"NVIDIA",2023-02-10,1288197
"NVIDIA",2023-02-25,1301194
"NVIDIA",2023-03-13,1315436
"NVIDIA",2023-03-29,1332353
"NVIDIA",2023-04-10,1343059
"NVIDIA",2023-04-23,1354291
"NVIDIA",2023-06-05,1413279
"NVIDIA",2023-06-11,1426967
"NVIDIA",2023-06-23,1449812
"NVIDIA",2023-07-06,1474998
"NVIDIA",2023-07-23,1504653
"NVIDIA",2023-08-05,1532877
"NVIDIA",2023-08-29,1588285
"NVIDIA",2023-10-18,1818137
"NVIDIA",2023-12-14,1911092
"NVIDIA",2023-12-17,1929054
"NVIDIA AI",2021-06-02,242264
"NVIDIA AI",2021-06-09,243412
"NVIDIA AI",2021-06-16,244400
"NVIDIA AI",2021-06-21,245089
"NVIDIA AI",2021-06-29,246319
"NVIDIA AI",2021-07-02,247213
"NVIDIA AI",2021-07-04,247598
"NVIDIA AI",2021-07-09,248791
"NVIDIA AI",2021-07-14,250077
"NVIDIA AI",2021-07-18,250887
"NVIDIA AI",2021-07-22,252079
"NVIDIA AI",2021-08-14,258652
"NVIDIA AI",2021-08-26,262088
"NVIDIA AI",2021-09-02,264142
"NVIDIA AI",2021-09-16,267490
"NVIDIA AI",2021-10-17,275041
"NVIDIA AI",2021-10-29,279328
"NVIDIA AI",2021-11-06,282375
"NVIDIA AI",2021-11-20,290215
"NVIDIA AI",2021-12-07,298914
"NVIDIA AI",2021-12-14,302558
"NVIDIA AI",2021-12-20,305250
"NVIDIA AI",2021-12-26,307637
"NVIDIA AI",2021-12-30,308936
"NVIDIA AI",2021-12-31,309275
"NVIDIA AI",2022-01-03,309868
"NVIDIA AI",2022-01-04,310351
"NVIDIA AI",2022-01-06,311044
"NVIDIA AI",2022-01-07,311499
"NVIDIA AI",2022-01-10,312232
"NVIDIA AI",2022-01-14,313586
"NVIDIA AI",2022-01-18,314745
"NVIDIA AI",2022-01-27,317979
"NVIDIA AI",2022-02-01,320054
"NVIDIA AI",2022-02-01,319951
"NVIDIA AI",2022-02-07,321929
"NVIDIA AI",2022-02-10,323192
"NVIDIA AI",2022-02-12,323835
"NVIDIA AI",2022-02-16,325070
"NVIDIA AI",2022-02-20,326315
"NVIDIA AI",2022-02-23,327192
"NVIDIA AI",2022-03-03,329105
"NVIDIA AI",2022-03-15,331517
"NVIDIA AI",2022-03-20,332694
"NVIDIA AI",2022-03-29,334850
"NVIDIA AI",2022-04-09,338078
"NVIDIA AI",2022-04-11,338561
"NVIDIA AI",2022-04-13,339144
"NVIDIA AI",2022-04-19,340529
"NVIDIA AI",2022-04-25,341997
"NVIDIA AI",2022-04-29,342993
"NVIDIA AI",2022-05-01,343355
"NVIDIA AI",2022-05-05,344334
"NVIDIA AI",2022-05-22,349859
"NVIDIA AI",2022-05-23,350170
"NVIDIA AI",2022-05-27,351590
"NVIDIA AI",2022-05-30,352311
"NVIDIA AI",2022-06-01,352774
"NVIDIA AI",2022-06-03,353336
"NVIDIA AI",2022-06-11,355591
"NVIDIA AI",2022-06-13,356040
"NVIDIA AI",2022-06-15,356778
"NVIDIA AI",2022-06-20,357888
"NVIDIA AI",2022-06-22,358434
"NVIDIA AI",2022-06-23,358607
"NVIDIA AI",2022-06-23,358614
"NVIDIA AI",2022-06-24,359022
"NVIDIA AI",2022-06-26,359359
"NVIDIA AI",2022-06-30,360411
"NVIDIA AI",2022-07-01,360736
"NVIDIA AI",2022-07-02,360833
"NVIDIA AI",2022-07-04,361228
"NVIDIA AI",2022-07-05,361569
"NVIDIA AI",2022-07-09,362457
"NVIDIA AI",2022-07-12,363266
"NVIDIA AI",2022-07-13,363443
"NVIDIA AI",2022-07-18,364854
"NVIDIA AI",2022-07-18,364766
"NVIDIA AI",2022-07-21,365844
"NVIDIA AI",2022-07-23,366607
"NVIDIA AI",2022-07-23,366608
"NVIDIA AI",2022-07-25,367320
"NVIDIA AI",2022-08-01,369669
"NVIDIA AI",2022-08-02,369843
"NVIDIA AI",2022-08-08,371759
"NVIDIA AI",2022-08-16,374089
"NVIDIA AI",2022-08-20,375424
"NVIDIA AI",2022-08-25,376750
"NVIDIA AI",2022-08-28,377391
"NVIDIA AI",2022-08-28,377392
"NVIDIA AI",2022-09-01,378763
"NVIDIA AI",2022-09-07,380174
"NVIDIA AI",2022-09-10,380973
"NVIDIA AI",2022-09-16,382842
"NVIDIA AI",2022-09-22,384565
"NVIDIA AI",2022-09-22,384567
"NVIDIA AI",2022-09-29,386617
"NVIDIA AI",2022-09-29,386619
"NVIDIA AI",2022-10-03,388022
"NVIDIA AI",2022-10-09,390188
"NVIDIA AI",2022-10-12,391291
"NVIDIA AI",2022-10-16,392229
"NVIDIA AI",2022-10-22,394036
"NVIDIA AI",2022-10-28,395385
"NVIDIA AI",2022-11-03,396334
"NVIDIA AI",2022-11-06,396672
"NVIDIA AI",2022-11-14,397679
"NVIDIA AI",2022-11-14,397680
"NVIDIA AI",2022-11-20,398512
"NVIDIA AI",2022-11-24,399123
"NVIDIA AI",2022-12-01,400161
"NVIDIA AI",2022-12-01,400162
"NVIDIA AI",2022-12-08,401284
"NVIDIA AI",2022-12-14,402187
"NVIDIA AI",2022-12-27,403841
"NVIDIA AI",2023-01-01,404578
"NVIDIA AI",2023-01-05,405304
"NVIDIA AI",2023-01-05,405305
"NVIDIA AI",2023-01-09,406033
"NVIDIA AI",2023-01-21,408664
"NVIDIA AI",2023-01-22,408782
"NVIDIA AI",2023-01-25,409573
"NVIDIA AI",2023-01-28,410186
"NVIDIA AI",2023-01-29,410289
"NVIDIA AI",2023-02-04,411724
"NVIDIA AI",2023-02-04,411725
"NVIDIA AI",2023-02-10,412853
"NVIDIA AI",2023-02-13,413434
"NVIDIA AI",2023-02-24,415008
"NVIDIA AI",2023-02-25,415121
"NVIDIA AI",2023-02-25,415123
"NVIDIA AI",2023-03-10,417725
"NVIDIA AI",2023-03-13,418202
"NVIDIA AI",2023-03-14,418481
"NVIDIA AI",2023-03-18,419193
"NVIDIA AI",2023-03-21,419718
"NVIDIA AI",2023-03-21,419717
"NVIDIA AI",2023-03-25,420799
"NVIDIA AI",2023-03-25,420800
"NVIDIA AI",2023-03-29,421914
"NVIDIA AI",2023-04-01,422868
"NVIDIA AI",2023-04-10,425153
"NVIDIA AI",2023-04-10,425188
"NVIDIA AI",2023-04-13,426000
"NVIDIA AI",2023-04-13,426001
"NVIDIA AI",2023-04-21,428406
"NVIDIA AI",2023-04-21,428407
"NVIDIA AI",2023-04-23,428875
"NVIDIA AI",2023-04-29,430885
"NVIDIA AI",2023-05-12,438639
"NVIDIA AI",2023-05-19,441067
"NVIDIA AI",2023-05-19,441068
"NVIDIA AI",2023-05-29,445361
"NVIDIA AI",2023-05-29,445374
"NVIDIA AI",2023-06-05,450949
"NVIDIA AI",2023-06-05,450953
"NVIDIA AI",2023-06-05,450960
"NVIDIA AI",2023-06-11,454824
"NVIDIA AI",2023-06-14,456844
"NVIDIA AI",2023-06-14,456846
"NVIDIA AI",2023-06-17,458319
"NVIDIA AI",2023-06-23,461613
"NVIDIA AI",2023-06-23,461615
"NVIDIA AI",2023-06-27,464128
"NVIDIA AI",2023-06-27,464129
"NVIDIA AI",2023-07-06,469027
"NVIDIA AI",2023-07-06,469024
"NVIDIA AI",2023-07-06,469025
"NVIDIA AI",2023-07-23,475592
"NVIDIA AI",2023-07-23,475604
"NVIDIA AI",2023-08-02,481030
"NVIDIA AI",2023-08-05,483080
"NVIDIA AI",2023-08-08,484545
"NVIDIA AI",2023-08-10,486097
"NVIDIA AI",2023-08-29,497851
"NVIDIA AI",2023-09-15,499608
"NVIDIA AI",2023-09-15,499611
"NVIDIA AI",2023-10-18,544703
"NVIDIA AI",2023-10-18,544719
"NVIDIA AI",2023-10-18,499611
"NVIDIA AI",2023-12-17,619282
"NVIDIA AI",2023-12-18,620839
"NVIDIA AINVIDIA AI",2023-12-14,NA
"NVIDIA Data Center",2023-01-21,44396
"NVIDIA Data Center",2023-02-25,45476
"NVIDIA Data Center",2023-03-13,45849
"NVIDIA Data Center",2023-03-29,46616
"NVIDIA Data Center",2023-04-10,47076
"NVIDIA Data Center",2023-04-23,47534
"NVIDIA Data Center",2023-06-05,50967
"NVIDIA Data Center",2023-06-11,51493
"NVIDIA Data Center",2023-06-23,52200
"NVIDIA Data Center",2023-07-06,53221
"NVIDIA Data Center",2023-07-23,54494
"NVIDIA Data Center",2023-08-05,56378
"NVIDIA Data Center",2023-08-29,59983
"NVIDIA Data Center",2023-10-18,64297
"NVIDIA Design and Visualization",2023-01-21,56112
"NVIDIA Design and Visualization",2023-02-25,56893
"NVIDIA Design and Visualization",2023-03-13,57756
"NVIDIA Design and Visualization",2023-03-29,58617
"NVIDIA Design and Visualization",2023-04-10,58992
"NVIDIA Design and Visualization",2023-04-23,59401
"NVIDIA Design and Visualization",2023-06-05,60515
"NVIDIA Design and Visualization",2023-06-11,60769
"NVIDIA Design and Visualization",2023-06-23,61290
"NVIDIA Design and Visualization",2023-07-06,61610
"NVIDIA Design and Visualization",2023-07-23,62145
"NVIDIA Design and Visualization",2023-08-05,62565
"NVIDIA Design and Visualization",2023-08-29,63516
"NVIDIA Design and Visualization",2023-10-18,65087
"NVIDIA Design and Visualization",2023-12-17,64742
"NVIDIA Embedded",2023-03-13,75971
"NVIDIA Embedded",2023-03-29,76778
"NVIDIA Embedded",2023-04-10,77406
"NVIDIA Embedded",2023-04-23,78241
"NVIDIA Embedded",2023-06-05,80669
"NVIDIA Embedded",2023-06-11,81069
"NVIDIA Embedded",2023-06-23,82165
"NVIDIA Embedded",2023-07-06,83070
"NVIDIA Embedded",2023-07-23,83996
"NVIDIA Embedded",2023-08-05,84993
"NVIDIA Embedded",2023-08-29,86799
"NVIDIA Embedded",2023-10-18,94843
"NVIDIA Omniverse",2023-01-21,33695
"NVIDIA Omniverse",2023-02-25,35374
"NVIDIA Omniverse",2023-03-13,36089
"NVIDIA Omniverse",2023-03-29,37049
"NVIDIA Omniverse",2023-04-10,37655
"NVIDIA Omniverse",2023-04-23,38146
"NVIDIA Omniverse",2023-06-05,40039
"NVIDIA Omniverse",2023-06-11,40374
"NVIDIA Omniverse",2023-06-23,40804
"NVIDIA Omniverse",2023-07-06,41401
"NVIDIA Omniverse",2023-07-23,41881
"NVIDIA Omniverse",2023-08-05,42533
"NVIDIA Omniverse",2023-08-29,43836
"NXP Semiconductors",2023-01-21,544739
"NXP Semiconductors",2023-02-10,549408
"NXP Semiconductors",2023-02-25,553723
"NXP Semiconductors",2023-03-13,558425
"NXP Semiconductors",2023-03-29,563516
"NXP Semiconductors",2023-04-10,567512
"NXP Semiconductors",2023-04-23,571558
"NXP Semiconductors",2023-06-05,584251
"NXP Semiconductors",2023-06-11,586392
"NXP Semiconductors",2023-06-23,590932
"NXP Semiconductors",2023-07-06,595938
"NXP Semiconductors",2023-07-23,602389
"NXP Semiconductors",2023-08-05,608078
"NXP Semiconductors",2023-08-29,618457
"NXP Semiconductors",2023-10-18,640675
"NXP Semiconductors",2023-12-14,641845
"NXP Semiconductors",2023-12-17,642890
"NYU Tandon Online Graduate Program",2023-01-21,3584
"NYU Tandon Online Graduate Program",2023-02-25,3587
"NYU Tandon Online Graduate Program",2023-03-13,3588
"NYU Tandon Online Graduate Program",2023-03-29,3593
"NYU Tandon Online Graduate Program",2023-04-10,3600
"NYU Tandon Online Graduate Program",2023-04-23,3601
"NYU Tandon Online Graduate Program",2023-06-05,3603
"NYU Tandon Online Graduate Program",2023-06-11,3602
"NYU Tandon Online Graduate Program",2023-06-23,3606
"NYU Tandon Online Graduate Program",2023-07-06,3610
"NYU Tandon Online Graduate Program",2023-07-23,3610
"NYU Tandon Online Graduate Program",2023-08-05,3613
"NYU Tandon Online Graduate Program",2023-08-29,3622
"NYU Tandon Online Graduate Program",2023-10-18,3642
"NYU Tandon School of Engineering",2023-01-21,28933
"NYU Tandon School of Engineering",2023-02-10,29225
"NYU Tandon School of Engineering",2023-02-25,29497
"NYU Tandon School of Engineering",2023-03-13,29786
"NYU Tandon School of Engineering",2023-03-29,30028
"NYU Tandon School of Engineering",2023-04-10,30203
"NYU Tandon School of Engineering",2023-04-23,30405
"NYU Tandon School of Engineering",2023-06-05,31245
"NYU Tandon School of Engineering",2023-06-11,31423
"NYU Tandon School of Engineering",2023-06-23,31765
"NYU Tandon School of Engineering",2023-07-06,32075
"NYU Tandon School of Engineering",2023-07-23,32428
"NYU Tandon School of Engineering",2023-08-05,32688
"NYU Tandon School of Engineering",2023-08-29,33218
"NYU Tandon School of Engineering",2023-10-18,32558
"NYU Tandon School of Engineering",2023-12-14,33507
"NYU Tandon School of Engineering",2023-12-17,33557
"Nutanix",2023-01-28,408792
"Nuvoco Vistas Corp. Ltd.",2021-02-19,23575
"Nuvoco Vistas Corp. Ltd.",2021-03-06,24047
"Nuvoco Vistas Corp. Ltd.",2021-03-26,24668
"O'Reilly Media",2023-01-22,57698
"OCOM",2023-01-25,998
"OCOM",2023-01-29,1000
"ODIN Space",2023-01-21,1264
"ODIN Space",2023-02-25,1326
"ODIN Space",2023-03-13,1341
"ODIN Space",2023-03-29,1359
"ODIN Space",2023-04-10,1373
"ODIN Space",2023-04-23,1390
"ODIN Space",2023-06-05,1445
"ODIN Space",2023-06-11,1458
"ODIN Space",2023-06-23,1540
"ODIN Space",2023-07-06,1666
"ODIN Space",2023-07-23,1702
"ODIN Space",2023-08-05,1735
"ODIN Space",2023-08-29,1764
"ODIN Space",2023-10-18,1864
"OFpassiON",2020-10-21,913
"OFpassiON",2020-10-22,913
"OFpassiON",2020-11-02,921
"OFpassiON",2020-11-07,923
"OFpassiON",2020-11-21,934
"OFpassiON",2020-12-15,968
"OHDSI (Observational Health Data Sciences & Informatics)",2023-08-29,5402
"OHDSI (Observational Health Data Sciences & Informatics)",2023-10-18,5667
"OLI Systems Inc.",2023-01-28,22687
"OPEN KNOWLEDGE GmbH",2023-01-25,388
"OPSWAT Academy",2023-01-21,3189
"OPSWAT Academy",2023-02-25,3484
"OPSWAT Academy",2023-03-13,3579
"OPSWAT Academy",2023-03-29,3647
"OPSWAT Academy",2023-04-10,3709
"OPSWAT Academy",2023-04-23,3777
"OPSWAT Academy",2023-06-05,3981
"OPSWAT Academy",2023-06-11,4010
"OPSWAT Academy",2023-06-23,4083
"OPSWAT Academy",2023-07-06,4246
"OPSWAT Academy",2023-07-23,4716
"OPSWAT Academy",2023-08-05,4967
"OPSWAT Academy",2023-08-29,5248
"ORRECO",2021-01-25,1428
"ORRECO",2021-01-30,1459
"ORRECO",2021-01-31,1461
"ORRECO",2021-02-03,1473
"ORRECO",2021-02-07,1479
"ORRECO",2021-02-12,1495
"ORRECO",2021-02-17,1511
"ORRECO",2021-02-21,1512
"ORRECO",2021-02-25,1520
"ORRECO",2021-03-01,1552
"ORRECO",2021-03-06,1574
"ORRECO",2021-03-10,1587
"ORRECO",2021-03-16,1598
"ORRECO",2021-03-20,1604
"ORRECO",2021-03-24,1607
"ORRECO",2021-03-30,1617
"ORRECO",2021-04-06,1624
"ORRECO",2021-04-10,1633
"ORRECO",2021-04-15,1640
"ORRECO",2021-04-20,1640
"ORRECO",2021-04-24,1646
"ORRECO",2021-04-28,1656
"ORRECO",2021-05-03,1659
"ORRECO",2021-05-07,1659
"ORRECO",2021-05-10,1659
"ORRECO",2021-05-14,1662
"ORRECO",2021-05-21,1674
"ORRECO",2021-05-26,1687
"ORRECO",2021-06-02,1698
"ORRECO",2021-06-09,1708
"ORRECO",2021-06-16,1714
"ORRECO",2021-06-21,1720
"ORRECO",2021-06-29,1726
"ORRECO",2021-07-02,1731
"ORRECO",2021-07-04,1732
"ORRECO",2021-07-09,1740
"ORRECO",2021-07-14,1749
"ORRECO",2021-07-18,1756
"ORRECO",2021-07-22,1765
"ORRECO",2021-08-14,1812
"ORRECO",2021-08-26,1824
"ORRECO",2021-09-02,1837
"ORRECO",2021-09-16,1852
"ORRECO",2021-10-17,1906
"ORRECO",2021-10-29,1954
"ORRECO",2021-11-06,1989
"ORRECO",2021-11-20,2010
"ORRECO",2021-12-07,2056
"ORRECO",2021-12-14,2065
"ORRECO",2021-12-20,2081
"ORRECO",2021-12-26,2085
"ORRECO",2021-12-30,2085
"ORRECO",2021-12-31,2086
"ORRECO",2022-01-03,2087
"ORRECO",2022-01-04,2089
"ORRECO",2022-01-06,2092
"ORRECO",2022-01-07,2093
"ORRECO",2022-01-10,2096
"ORRECO",2022-01-14,2099
"ORRECO",2022-01-18,2103
"ORRECO",2022-01-27,2108
"ORRECO",2022-02-01,2112
