Company,Date,Followers
dunnhumby,2025-09-17,466156
Lancaster University,2025-09-17,186201
Tripadvisor,2025-09-17,419201
THG,2025-09-17,244733
The Apache Software Foundation,2025-09-17,78172
HCL Aftermarket Cloud (Formerly Quest Informatics),2025-09-17,3157
Corecom Consulting,2025-09-17,112821
CRC Press,2025-09-17,4717
Sorenson Media,2025-09-17,2553
PHUSE,2025-09-17,15267
GitHub,2025-09-17,5257421
Posit PBC,2025-09-21,111866
H2O.ai,2025-09-21,145408
Data Council,2025-09-21,8163
Appsilon,2025-09-21,10918
Relative Insight,2025-09-21,5832
repeople,2025-09-21,3077
Recurse Center,2025-09-21,5079
Lander Analytics,2025-09-21,823
Project Jupyter,2025-09-21,18261
Big Data LDN,2025-09-21,15027
dbt Labs,2025-09-21,127508
Colt Data Centre Services,2025-09-21,66432
OpenAI,2025-09-21,8506009
The Carpentries,2025-09-21,3428
Software Engineering Daily,2025-09-21,3534
R-Ladies Global,2025-09-21,8012
Quansight,2025-09-21,5400
R for the Rest of Us,2025-09-21,6417
Jumping Rivers Ltd,2025-09-21,3817
Anaconda, Inc.,2025-09-21,98900
neurobox,2025-09-21,7973
Unai,2025-09-21,2117
R Consortium,2025-09-21,9446
Open Data Manchester CIC,2025-09-21,906
R User Community,2025-09-21,20527
The R Foundation for Statistical Computing,2025-09-21,12126
Data Science Learning Community (DSLC.io),2025-09-21,2543
useR! - The R User Conference,2025-09-21,7411
pyOpenSci,2025-09-21,1379
Datacove,2025-09-21,1390
Ursa Computing,2025-09-21,57
cynkra,2025-09-21,994
PyData Global,2025-09-21,7550
rOpenSci,2025-09-21,2042
scikit-learn,2025-09-21,121717
ByteByteGo,2025-09-21,609995
DuckDB,2025-09-21,43611
MotherDuck,2025-09-21,24127
Lancashire Digital Hub: Powered by Innovate Lancashire,2025-09-21,2752
R-Ladies Paris,2025-09-21,1456
R-Ladies NYC,2025-09-21,155
Data Analysis,2025-09-21,3608267
Data Science,2025-09-21,438127
Statistics,2025-09-21,540847
Data Mining,2025-09-21,181576
Deep Learning,2025-09-21,192822
Open Source in Pharma,2025-09-21,2062
Turing Innovation Catalyst Manchester,2025-09-21,3105
Polars,2025-09-21,21915
R-Ladies Manchester,2025-09-21,122
AthlyticZ,2025-09-21,2635
Apache Arrow,2025-09-21,1478
Columnar,2025-09-21,244
R4Good.Academy,2025-09-21,162
NC Data Labs,2025-09-21,17
