Company,Date,Followers
Sun Microsystems,2025-09-21,157429
Autodesk,2025-09-21,984211
the LEGO Group,2025-09-21,1627270
European Space Agency - ESA,2025-09-21,863769
Enterprise Ireland,2025-09-21,194182
IDA Ireland,2025-09-21,166182
Aardman,2025-09-21,115604
Exploratorium,2025-09-21,20639
Propylon,2025-09-21,4354
Internet Archive,2025-09-21,47524
Reliance Games,2025-09-21,57932
Nicoll Curtin,2025-09-21,334106
National College of Ireland,2025-09-21,75400
Demonware,2025-09-21,17850
Business Post,2025-09-21,82138
Women in Technology (WIT),2025-09-21,340682
Phorest Software,2025-09-21,10700
Harvey Nash,2025-09-21,743283
University of Limerick,2025-09-21,136585
The Linux Foundation,2025-09-21,372593
Tech Industry Alliance,2025-09-21,9589
HEAnet,2025-09-21,3140
European Union Agency for Cybersecurity (ENISA),2025-09-21,130906
Institute of Designers in Ireland,2025-09-21,10060
Fastrack into Information Technology (FIT),2025-09-21,5903
Community Foundation Ireland,2025-09-21,9296
OpenHatch,2025-09-21,100
Oursky,2025-09-21,3019
StoryToys,2025-09-21,5536
Design & Crafts Council Ireland,2025-09-21,10090
Dún Laoghaire Institute of Art, Design and Technology,2025-09-21,17093
Research Ireland,2025-09-21,49873
Verify Recruitment,2025-09-21,1179
AVCOM | The Premium Event Production Agency,2025-09-21,3343
Brown Bag Films,2025-09-21,76910
Silicon Republic,2025-09-21,26565
Global Entrepreneurship Network,2025-09-21,62869
European Institute for Gender Equality,2025-09-21,77572
Creative Spark Dundalk,2025-09-21,1879
Irish Youth Foundation,2025-09-21,1151
Swappsi software,2025-09-21,3964
Boardmatch Ireland,2025-09-21,12734
publicjobs,2025-09-21,192808
The Arts Council / An Chomhairle Ealaíon,2025-09-21,19683
CoolPlanet,2025-09-21,11108
Women in Technology,2025-09-21,55751
spunout,2025-09-21,6443
Manning Publications Co.,2025-09-21,23841
SparkFun Electronics,2025-09-21,34791
Social Entrepreneurs Ireland,2025-09-21,13444
BOUNCE,2025-09-21,1216
9to5Mac,2025-09-21,12431
London Games Festival,2025-09-21,5791
Apps for Good,2025-09-21,3604
Pobal,2025-09-21,13552
MIT Technology Review,2025-09-21,1483005
Engineers Ireland,2025-09-21,63966
The Digital Hub Development Agency,2025-09-21,4522
Maverick Communications International,2025-09-21,2972
Creative Technology Ireland,2025-09-21,4916
Tech Tribes Ireland,2025-09-21,3281
The Rediscovery Centre,2025-09-21,5753
The Wheel,2025-09-21,15274
Ukie,2025-09-21,16086
SpecialEffect,2025-09-21,10202
UN Women,2025-09-21,1646431
2into3,2025-09-21,6027
Northern Ireland Screen,2025-09-21,16204
EU Code Week,2025-09-21,2612
IMMA - Irish Museum of Modern Art,2025-09-21,16239
The Global Game Jam,2025-09-21,16847
YOW! Conferences,2025-09-21,3429
Skillnet Ireland,2025-09-21,41501
Girl Geek Community,2025-09-21,12667
Post Growth Institute,2025-09-21,17961
Nearform,2025-09-21,23668
Farset Labs,2025-09-21,779
Nexus Innovation Centre,2025-09-21,761
Volunteer Ireland,2025-09-21,30769
Greenhouse Software,2025-09-21,82865
DIGIT, a Scopely Studio
Fujitsu,2025-09-21,1156578
Dimension Data,2025-09-21,434591
Fugro,2025-09-21,371104
University College Dublin,2025-09-21,344259
Oceaneering,2025-09-21,585345
2K,2025-09-21,344614
Appriss,2025-09-21,7067
Foundation for Economic Education,2025-09-21,25823
Lumina Foundation,2025-09-21,34972
The Surfrider Foundation,2025-09-21,41755
Wilder,2025-09-21,10182
Aga Khan Foundation USA,2025-09-21,28797
The Michael J. Fox Foundation for Parkinson's Research,2025-09-21,52623
Katalyst Data Management,2025-09-21,6063
Kadme AS - Knowledge and Data Management Expertise,2025-09-21,1801
Neuralog,2025-09-21,1963
Subsea7,2025-09-21,928507
University of Limerick,2025-09-21,136585
Prospect 33,2025-09-21,24849
Van Leer Foundation,2025-09-21,27225
ATRIBS GLOBAL TECHNOLOGY,2025-09-21,7863
DOF,2025-09-21,351020
Thalesians Ltd,2025-09-21,5452
geoLOGIC systems ltd.,2025-09-21,4578
Rocky Mountain Elk Foundation,2025-09-21,32511
Dubai Technologies,2025-09-21,18864
publicjobs,2025-09-21,192808
TazWorks,2025-09-21,1297
Stack Overflow,2025-09-21,1584982
Kaggle,2025-09-21,466938
MIT Technology Review,2025-09-21,1483004
gistec,2025-09-21,17090
TotalVerify,2025-09-21,3778
GitHub,2025-09-21,5257427
Adessium Foundation,2025-09-21,4891
PHILANTHROPY ADVISORS,2025-09-21,6305
Integra Data Systems Corp.,2025-09-21,175
Posit PBC,2025-09-21,111866
Bayanat Smart Solutions,2025-09-21,60923
GBS Technology Co.,2025-09-21,2547
DecisionBrain,2025-09-21,4343
Dubai Technology Entrepreneur Campus - Dtec,2025-09-21,15811
Nottingham Economics & Finance Society,2025-09-21,5304
DataCamp,2025-09-21,531080
Google Cloud,2025-09-21,2952881
Data Science Dojo,2025-09-21,307490
Hackster.io,2025-09-21,55235
The Data Lab - Innovation Centre,2025-09-21,17067
Data Science Institute,2025-09-21,20014
Los Angeles Machine Learning Meetup,2025-09-21,10
Open Robotics,2025-09-21,183810
Python Software Foundation,2025-09-21,143524
Data Science Society,2025-09-21,2010
Softest Consulting Services Ltd,2025-09-21,5707
Oak Foundation,2025-09-21,40263
Data Science Student Society at UC San Diego,2025-09-21,1119
CONNECT Centre,2025-09-21,5246
Irish Student Consulting Group (ISCG),2025-09-21,5908
Open Data Science Conference (ODSC),2025-09-21,143298
JuliaHub,2025-09-21,33797
McMaster Computer Science Society,2025-09-21,86
Python Ireland,2025-09-21,4173
UCD Investors and Entrepreneurs Society,2025-09-21,4152
Sololearn,2025-09-21,170350
Cambridge University Data Science Society,2025-09-21,279
MicroMap IT & GIS Consultancy, Abu Dhabi,2025-09-21,2684
NumFOCUS,2025-09-21,11266
HEDS Data Science,2025-09-21,555
AI Copenhagen,2025-09-21,334
PyData Berlin,2025-09-21,1930
Erde Technologies Inc.,2025-09-21,22
The LEGO Foundation,2025-09-21,128240
DAIN Studios,2025-09-21,4912
Irish Human Rights and Equality Commission,2025-09-21,16030
Data Science Indonesia,2025-09-21,11672
Data Science Academy,2025-09-21,554936
Machine Learning Mastery,2025-09-21,285236
Imperial College Data Science Society,2025-09-21,1075
GULF TRAINING AND CONSULTATION CENTER,2025-09-21,239
