"","Company","Date","Followers","...4","...5","...6","...1"
"32755","Radiant MLHub",2023-06-05,3496,NA,NA,NA,NA
"32756","Radiant MLHub",2023-06-11,3495,NA,NA,NA,NA
"32757","Radiant MLHub",2023-06-14,3504,NA,NA,NA,NA
"32758","Radiant MLHub",2023-06-17,3508,NA,NA,NA,NA
"32759","Radiant MLHub",2023-06-23,3511,NA,NA,NA,NA
"32760","Radiant MLHub",2023-06-27,3515,NA,NA,NA,NA
"32761","Radiant MLHub",2023-07-06,3526,NA,NA,NA,NA
"32762","Radiant MLHub",2023-07-23,3544,NA,NA,NA,NA
"32763","Radiant MLHub",2023-08-02,3627,NA,NA,NA,NA
"32764","Radiant MLHub",2023-08-05,3648,NA,NA,NA,NA
"32765","Radiant MLHub",2023-08-08,3652,NA,NA,NA,NA
"32766","Radiant MLHub",2023-08-10,3657,NA,NA,NA,NA
"32767","Radiant MLHub",2023-08-29,3701,NA,NA,NA,NA
"32768","Radiant MLHub",2023-09-15,3720,NA,NA,NA,NA
"32769","Radius Intelligence",2023-01-21,8998,NA,NA,NA,NA
"32770","Radius Intelligence",2023-02-10,8990,NA,NA,NA,NA
"32771","Radius Intelligence",2023-02-25,8989,NA,NA,NA,NA
"32772","Radius Intelligence",2023-03-13,8985,NA,NA,NA,NA
"32773","Radius Intelligence",2023-03-29,8979,NA,NA,NA,NA
"32774","Radius Intelligence",2023-04-10,8985,NA,NA,NA,NA
"32775","Radius Intelligence",2023-04-23,8990,NA,NA,NA,NA
"32776","Radius Intelligence",2023-06-05,8993,NA,NA,NA,NA
"32777","Radius Intelligence",2023-06-11,8996,NA,NA,NA,NA
"32778","Radius Intelligence",2023-06-23,8999,NA,NA,NA,NA
"32779","Radius Intelligence",2023-07-06,8997,NA,NA,NA,NA
"32780","Radius Intelligence",2023-07-23,9002,NA,NA,NA,NA
"32781","Radius Intelligence",2023-08-05,9003,NA,NA,NA,NA
"32782","Radius Intelligence",2023-08-29,9007,NA,NA,NA,NA
"32783","Radius Intelligence",2023-10-18,9012,NA,NA,NA,NA
"32784","Radius Intelligence",2023-12-17,8644,NA,NA,NA,NA
"32785","Radius Intelligence",2023-12-18,8644,NA,NA,NA,NA
"32786","Radius Intelligence",2025-02-21,8628,NA,NA,NA,NA
"32787","Radius Intelligence",2025-02-28,8633,NA,NA,NA,NA
"32788","Raiffeisen Bank International AG",2024-09-02,64625,NA,NA,NA,NA
"32789","Raiffeisen Bank International AG",2025-02-21,71104,NA,NA,NA,NA
"32790","Raiffeisen Bank International AG",2025-02-28,71370,NA,NA,NA,NA
"32791","Rainbow Password",2023-01-21,16,NA,NA,NA,NA
"32792","Rainbow Password",2023-02-25,16,NA,NA,NA,NA
"32793","Rainbow Password",2023-03-13,16,NA,NA,NA,NA
"32794","Rainbow Password",2023-03-29,17,NA,NA,NA,NA
"32795","Rainbow Password",2023-04-10,17,NA,NA,NA,NA
"32796","Rainbow Password",2023-04-23,17,NA,NA,NA,NA
"32797","Rainbow Password",2023-06-05,18,NA,NA,NA,NA
"32798","Rainbow Password",2023-06-11,18,NA,NA,NA,NA
"32799","Rainbow Password",2023-06-23,18,NA,NA,NA,NA
"32800","Rainbow Password",2023-07-06,18,NA,NA,NA,NA
"32801","Rainbow Password",2023-07-23,18,NA,NA,NA,NA
"32802","Rainbow Password",2023-08-05,18,NA,NA,NA,NA
"32803","Rainbow Password",2023-08-29,18,NA,NA,NA,NA
"32804","Rainbow Password",2023-10-18,16,NA,NA,NA,NA
"32805","Rainbow Password",2023-12-18,16,NA,NA,NA,NA
"32806","Rainbow Secure",2023-01-21,659,NA,NA,NA,NA
"32807","Rainbow Secure",2023-02-25,671,NA,NA,NA,NA
"32808","Rainbow Secure",2023-03-13,675,NA,NA,NA,NA
"32809","Rainbow Secure",2023-03-29,685,NA,NA,NA,NA
"32810","Rainbow Secure",2023-04-10,687,NA,NA,NA,NA
"32811","Rainbow Secure",2023-04-23,690,NA,NA,NA,NA
"32812","Rainbow Secure",2023-06-05,709,NA,NA,NA,NA
"32813","Rainbow Secure",2023-06-11,710,NA,NA,NA,NA
"32814","Rainbow Secure",2023-06-23,711,NA,NA,NA,NA
"32815","Rainbow Secure",2023-07-06,726,NA,NA,NA,NA
"32816","Rainbow Secure",2023-07-23,735,NA,NA,NA,NA
"32817","Rainbow Secure",2023-08-05,735,NA,NA,NA,NA
"32818","Rainbow Secure",2023-08-29,746,NA,NA,NA,NA
"32819","Rainbow Secure",2023-10-18,745,NA,NA,NA,NA
"32820","Rainbow Secure",2023-12-18,788,NA,NA,NA,NA
"32821","Ramon Aboitiz Foundation Inc. (RAFI)",2020-10-16,995,NA,NA,NA,NA
"32822","Ramon Aboitiz Foundation Inc. (RAFI)",2020-10-19,996,NA,NA,NA,NA
"32823","Ramon Aboitiz Foundation Inc. (RAFI)",2020-10-20,996,NA,NA,NA,NA
"32824","Ramon Aboitiz Foundation Inc. (RAFI)",2020-10-28,1008,NA,NA,NA,NA
"32825","Ramon Aboitiz Foundation Inc. (RAFI)",2020-11-07,1011,NA,NA,NA,NA
"32826","Ramon Aboitiz Foundation Inc. (RAFI)",2020-11-21,1017,NA,NA,NA,NA
"32827","Randstad Sourceright",2023-01-21,272405,NA,NA,NA,NA
"32828","Randstad Sourceright",2023-02-10,279972,NA,NA,NA,NA
"32829","Randstad Sourceright",2023-02-25,286701,NA,NA,NA,NA
"32830","Randstad Sourceright",2023-03-13,292208,NA,NA,NA,NA
"32831","Randstad Sourceright",2023-03-29,296749,NA,NA,NA,NA
"32832","Randstad Sourceright",2023-04-10,299970,NA,NA,NA,NA
"32833","Randstad Sourceright",2023-04-23,303491,NA,NA,NA,NA
"32834","Randstad Sourceright",2023-06-05,317776,NA,NA,NA,NA
"32835","Randstad Sourceright",2023-06-11,319347,NA,NA,NA,NA
"32836","Randstad Sourceright",2023-06-23,322863,NA,NA,NA,NA
"32837","Randstad Sourceright",2023-07-06,326547,NA,NA,NA,NA
"32838","Randstad Sourceright",2023-07-23,329605,NA,NA,NA,NA
"32839","Randstad Sourceright",2023-08-05,332949,NA,NA,NA,NA
"32840","Randstad Sourceright",2023-08-29,338951,NA,NA,NA,NA
"32841","Randstad Sourceright",2023-10-18,360137,NA,NA,NA,NA
"32842","Randstad Sourceright",2023-12-17,370529,NA,NA,NA,NA
"32843","Randstad Sourceright",2023-12-18,370858,NA,NA,NA,NA
"32844","Randstad Sourceright",2024-06-28,475781,NA,NA,NA,NA
"32845","Randstad USA",2023-01-21,404898,NA,NA,NA,NA
"32846","Randstad USA",2023-02-10,408775,NA,NA,NA,NA
"32847","Randstad USA",2023-02-25,411637,NA,NA,NA,NA
"32848","Randstad USA",2023-03-13,414365,NA,NA,NA,NA
"32849","Randstad USA",2023-03-29,417513,NA,NA,NA,NA
"32850","Randstad USA",2023-04-10,419842,NA,NA,NA,NA
"32851","Randstad USA",2023-04-23,422458,NA,NA,NA,NA
"32852","Randstad USA",2023-06-05,432076,NA,NA,NA,NA
"32853","Randstad USA",2023-06-11,433847,NA,NA,NA,NA
"32854","Randstad USA",2023-06-23,437726,NA,NA,NA,NA
"32855","Randstad USA",2023-07-06,441807,NA,NA,NA,NA
"32856","Randstad USA",2023-07-23,446705,NA,NA,NA,NA
"32857","Randstad USA",2023-08-05,452240,NA,NA,NA,NA
"32858","Randstad USA",2023-08-29,460257,NA,NA,NA,NA
"32859","Randstad USA",2023-10-18,460788,NA,NA,NA,NA
"32860","Randstad USA",2023-12-17,475288,NA,NA,NA,NA
"32861","Randstad USA",2023-12-18,475518,NA,NA,NA,NA
"32862","Randstad USA",2025-02-21,670045,NA,NA,NA,NA
"32863","Randstad USA",2025-02-28,673785,NA,NA,NA,NA
"32864","Rapid7",2023-01-21,130736,NA,NA,NA,NA
"32865","Rapid7",2023-02-10,132253,NA,NA,NA,NA
"32866","Rapid7",2023-02-25,133606,NA,NA,NA,NA
"32867","Rapid7",2023-03-13,134895,NA,NA,NA,NA
"32868","Rapid7",2023-03-29,136427,NA,NA,NA,NA
"32869","Rapid7",2023-04-10,137434,NA,NA,NA,NA
"32870","Rapid7",2023-04-23,138540,NA,NA,NA,NA
"32871","Rapid7",2023-06-05,142114,NA,NA,NA,NA
"32872","Rapid7",2023-06-11,142857,NA,NA,NA,NA
"32873","Rapid7",2023-06-23,145383,NA,NA,NA,NA
"32874","Rapid7",2023-07-06,147131,NA,NA,NA,NA
"32875","Rapid7",2023-07-23,148773,NA,NA,NA,NA
"32876","Rapid7",2023-08-05,150113,NA,NA,NA,NA
"32877","Rapid7",2023-08-29,152370,NA,NA,NA,NA
"32878","Rapid7",2023-10-18,152614,NA,NA,NA,NA
"32879","Rapid7",2023-12-14,156939,NA,NA,NA,NA
"32880","Rapid7",2023-12-17,157236,NA,NA,NA,NA
"32881","Rapid7",2023-12-18,157326,NA,NA,NA,NA
"32882","Rapid7",2024-04-08,167099,NA,NA,NA,NA
"32883","Rapid7",2024-05-04,169135,NA,NA,NA,NA
"32884","Rapid7",2024-05-28,171127,NA,NA,NA,NA
"32885","Rapid7",2024-06-24,172749,NA,NA,NA,NA
"32886","Rapid7",2024-06-28,172987,NA,NA,NA,NA
"32887","Rapid7",2024-07-20,174279,NA,NA,NA,NA
"32888","Rapid7",2024-08-06,175179,NA,NA,NA,NA
"32889","Rapid7",2024-09-02,176430,NA,NA,NA,NA
"32890","Rapid7",2024-09-16,177098,NA,NA,NA,NA
"32891","Rapid7",2025-02-21,185429,NA,NA,NA,NA
"32892","Rapid7",2025-02-28,185856,NA,NA,NA,NA
"32893","RapidMiner",2020-10-09,11814,NA,NA,NA,NA
"32894","RapidMiner",2020-10-13,11837,NA,NA,NA,NA
"32895","RapidMiner",2020-10-19,11882,NA,NA,NA,NA
"32896","RapidMiner",2020-10-21,11893,NA,NA,NA,NA
"32897","RapidMiner",2020-10-23,11905,NA,NA,NA,NA
"32898","RapidMiner",2020-10-25,11915,NA,NA,NA,NA
"32899","RapidMiner",2020-10-25,11914,NA,NA,NA,NA
"32900","RapidMiner",2020-10-28,11939,NA,NA,NA,NA
"32901","RapidMiner",2020-10-30,11955,NA,NA,NA,NA
"32902","RapidMiner",2020-11-03,11962,NA,NA,NA,NA
"32903","RapidMiner",2020-11-06,11972,NA,NA,NA,NA
"32904","RapidMiner",2020-11-10,11989,NA,NA,NA,NA
"32905","RapidMiner",2020-11-14,12005,NA,NA,NA,NA
"32906","RapidMiner",2020-11-18,12019,NA,NA,NA,NA
"32907","RapidMiner",2020-11-23,12050,NA,NA,NA,NA
"32908","RapidMiner",2020-11-28,12065,NA,NA,NA,NA
"32909","RapidMiner",2020-12-03,12088,NA,NA,NA,NA
"32910","RapidMiner",2020-12-05,12133,NA,NA,NA,NA
"32911","RapidMiner",2020-12-12,12274,NA,NA,NA,NA
"32912","RapidMiner",2020-12-15,12309,NA,NA,NA,NA
"32913","RapidMiner",2020-12-20,12375,NA,NA,NA,NA
"32914","RapidMiner",2020-12-25,12436,NA,NA,NA,NA
"32915","RapidMiner",2020-12-29,12475,NA,NA,NA,NA
"32916","RapidMiner",2021-01-03,12514,NA,NA,NA,NA
"32917","RapidMiner",2021-01-06,12535,NA,NA,NA,NA
"32918","RapidMiner",2021-01-11,12581,NA,NA,NA,NA
"32919","RapidMiner",2021-01-15,12626,NA,NA,NA,NA
"32920","RapidMiner",2021-01-19,12646,NA,NA,NA,NA
"32921","RapidMiner",2021-01-25,12678,NA,NA,NA,NA
"32922","RapidMiner",2021-01-30,12710,NA,NA,NA,NA
"32923","RapidMiner",2021-01-31,12709,NA,NA,NA,NA
"32924","RapidMiner",2021-02-03,12733,NA,NA,NA,NA
"32925","RapidMiner",2021-02-07,12758,NA,NA,NA,NA
"32926","RapidMiner",2021-02-12,12791,NA,NA,NA,NA
"32927","RapidMiner",2021-02-17,12814,NA,NA,NA,NA
"32928","RapidMiner",2021-02-21,12836,NA,NA,NA,NA
"32929","RapidMiner",2021-02-25,12853,NA,NA,NA,NA
"32930","RapidMiner",2021-03-01,12879,NA,NA,NA,NA
"32931","RapidMiner",2021-03-06,12913,NA,NA,NA,NA
"32932","RapidMiner",2021-03-10,12931,NA,NA,NA,NA
"32933","RapidMiner",2021-03-16,12953,NA,NA,NA,NA
"32934","RapidMiner",2021-03-20,12980,NA,NA,NA,NA
"32935","RapidMiner",2021-03-24,12998,NA,NA,NA,NA
"32936","RapidMiner",2021-03-30,13026,NA,NA,NA,NA
"32937","RapidMiner",2021-04-06,13064,NA,NA,NA,NA
"32938","RapidMiner",2021-04-10,13111,NA,NA,NA,NA
"32939","RapidMiner",2021-04-15,13158,NA,NA,NA,NA
"32940","RapidMiner",2021-04-20,13199,NA,NA,NA,NA
"32941","RapidMiner",2021-04-24,13224,NA,NA,NA,NA
"32942","RapidMiner",2021-04-28,13245,NA,NA,NA,NA
"32943","RapidMiner",2021-05-03,13274,NA,NA,NA,NA
"32944","RapidMiner",2021-05-07,13303,NA,NA,NA,NA
"32945","RapidMiner",2021-05-10,13319,NA,NA,NA,NA
"32946","RapidMiner",2021-05-14,13338,NA,NA,NA,NA
"32947","RapidMiner",2021-05-21,13389,NA,NA,NA,NA
"32948","RapidMiner",2021-05-26,13412,NA,NA,NA,NA
"32949","RapidMiner",2021-06-02,13440,NA,NA,NA,NA
"32950","RapidMiner",2021-06-09,13488,NA,NA,NA,NA
"32951","RapidMiner",2021-06-16,13527,NA,NA,NA,NA
"32952","RapidMiner",2021-06-21,13564,NA,NA,NA,NA
"32953","RapidMiner",2021-06-29,13626,NA,NA,NA,NA
"32954","RapidMiner",2021-07-02,13648,NA,NA,NA,NA
"32955","RapidMiner",2021-07-04,13653,NA,NA,NA,NA
"32956","RapidMiner",2021-07-09,13704,NA,NA,NA,NA
"32957","RapidMiner",2021-07-14,13760,NA,NA,NA,NA
"32958","RapidMiner",2021-07-18,13784,NA,NA,NA,NA
"32959","RapidMiner",2021-07-22,13806,NA,NA,NA,NA
"32960","RapidMiner",2021-08-14,13945,NA,NA,NA,NA
"32961","RapidMiner",2021-08-26,14035,NA,NA,NA,NA
"32962","RapidMiner",2021-09-02,14097,NA,NA,NA,NA
"32963","RapidMiner",2021-09-16,14206,NA,NA,NA,NA
"32964","RapidMiner",2021-10-17,14408,NA,NA,NA,NA
"32965","RapidMiner",2021-10-29,14593,NA,NA,NA,NA
"32966","RapidMiner",2021-11-06,14688,NA,NA,NA,NA
"32967","RapidMiner",2021-11-20,14805,NA,NA,NA,NA
"32968","RapidMiner",2021-12-07,14919,NA,NA,NA,NA
"32969","RapidMiner",2021-12-14,14947,NA,NA,NA,NA
"32970","RapidMiner",2021-12-20,15004,NA,NA,NA,NA
"32971","RapidMiner",2021-12-26,15072,NA,NA,NA,NA
"32972","RapidMiner",2021-12-30,15103,NA,NA,NA,NA
"32973","RapidMiner",2021-12-31,15115,NA,NA,NA,NA
"32974","RapidMiner",2022-01-03,15131,NA,NA,NA,NA
"32975","RapidMiner",2022-01-04,15145,NA,NA,NA,NA
"32976","RapidMiner",2022-01-06,15454,NA,NA,NA,NA
"32977","RapidMiner",2022-01-07,15630,NA,NA,NA,NA
"32978","RapidMiner",2022-01-10,15743,NA,NA,NA,NA
"32979","RapidMiner",2022-01-14,15896,NA,NA,NA,NA
"32980","RapidMiner",2022-01-18,16053,NA,NA,NA,NA
"32981","RapidMiner",2022-01-27,16325,NA,NA,NA,NA
"32982","RapidMiner",2022-02-01,16605,NA,NA,NA,NA
"32983","RapidMiner",2022-02-07,16751,NA,NA,NA,NA
"32984","RapidMiner",2022-02-10,16822,NA,NA,NA,NA
"32985","RapidMiner",2022-02-16,16895,NA,NA,NA,NA
"32986","RapidMiner",2022-02-20,16952,NA,NA,NA,NA
"32987","RapidMiner",2022-02-23,17436,NA,NA,NA,NA
"32988","RapidMiner",2022-02-26,17575,NA,NA,NA,NA
"32989","RapidMiner",2022-03-20,18091,NA,NA,NA,NA
"32990","RapidMiner",2022-03-29,18186,NA,NA,NA,NA
"32991","RapidMiner",2022-03-31,18196,NA,NA,NA,NA
"32992","RapidMiner",2022-04-09,18212,NA,NA,NA,NA
"32993","RapidMiner",2022-04-11,18217,NA,NA,NA,NA
"32994","RapidMiner",2022-04-13,18226,NA,NA,NA,NA
"32995","RapidMiner",2022-04-19,18236,NA,NA,NA,NA
"32996","RapidMiner",2022-04-25,18255,NA,NA,NA,NA
"32997","RapidMiner",2022-04-29,18267,NA,NA,NA,NA
"32998","RapidMiner",2022-05-05,18293,NA,NA,NA,NA
"32999","RapidMiner",2022-05-12,18313,NA,NA,NA,NA
"33000","RapidMiner",2022-05-22,18375,NA,NA,NA,NA
"33001","RapidMiner",2022-05-25,18405,NA,NA,NA,NA
"33002","RapidMiner",2022-05-27,18424,NA,NA,NA,NA
"33003","RapidMiner",2022-05-30,18432,NA,NA,NA,NA
"33004","RapidMiner",2022-06-01,18443,NA,NA,NA,NA
"33005","RapidMiner",2022-06-11,18490,NA,NA,NA,NA
"33006","RapidMiner",2022-06-15,18509,NA,NA,NA,NA
"33007","RapidMiner",2022-06-16,18518,NA,NA,NA,NA
"33008","RapidMiner",2022-06-24,18545,NA,NA,NA,NA
"33009","RapidMiner",2022-06-28,18555,NA,NA,NA,NA
"33010","RapidMiner",2022-06-30,18565,NA,NA,NA,NA
"33011","RapidMiner",2022-07-01,18569,NA,NA,NA,NA
"33012","RapidMiner",2022-07-02,18570,NA,NA,NA,NA
"33013","RapidMiner",2022-07-04,18580,NA,NA,NA,NA
"33014","RapidMiner",2022-07-05,18589,NA,NA,NA,NA
"33015","RapidMiner",2022-07-09,18602,NA,NA,NA,NA
"33016","RapidMiner",2022-07-12,18610,NA,NA,NA,NA
"33017","RapidMiner",2022-07-18,18621,NA,NA,NA,NA
"33018","RapidMiner",2022-07-21,18626,NA,NA,NA,NA
"33019","RapidMiner",2022-07-23,18632,NA,NA,NA,NA
"33020","RapidMiner",2022-07-25,18640,NA,NA,NA,NA
"33021","RapidMiner",2022-08-01,18666,NA,NA,NA,NA
"33022","RapidMiner",2022-08-08,18689,NA,NA,NA,NA
"33023","RapidMiner",2022-08-16,18703,NA,NA,NA,NA
"33024","RapidMiner",2022-08-20,18714,NA,NA,NA,NA
"33025","RapidMiner",2022-08-25,18730,NA,NA,NA,NA
"33026","RapidMiner",2022-08-28,18737,NA,NA,NA,NA
"33027","RapidMiner",2022-09-01,18755,NA,NA,NA,NA
"33028","RapidMiner",2022-09-07,18773,NA,NA,NA,NA
"33029","RapidMiner",2022-09-10,18786,NA,NA,NA,NA
"33030","RapidMiner",2022-09-16,18830,NA,NA,NA,NA
"33031","RapidMiner",2022-09-22,18877,NA,NA,NA,NA
"33032","RapidMiner",2022-09-29,18910,NA,NA,NA,NA
"33033","RapidMiner",2022-10-03,18937,NA,NA,NA,NA
"33034","RapidMiner",2022-10-09,18995,NA,NA,NA,NA
"33035","RapidMiner",2022-10-12,19009,NA,NA,NA,NA
"33036","RapidMiner",2022-10-16,19023,NA,NA,NA,NA
"33037","RapidMiner",2022-10-22,19060,NA,NA,NA,NA
"33038","RapidMiner",2022-10-28,19108,NA,NA,NA,NA
"33039","RapidMiner",2022-11-03,19135,NA,NA,NA,NA
"33040","RapidMiner",2022-11-06,19152,NA,NA,NA,NA
"33041","RapidMiner",2022-11-14,19213,NA,NA,NA,NA
"33042","RapidMiner",2022-11-20,19261,NA,NA,NA,NA
"33043","RapidMiner",2022-11-24,19298,NA,NA,NA,NA
"33044","RapidMiner",2022-12-01,19347,NA,NA,NA,NA
"33045","RapidMiner",2022-12-08,19382,NA,NA,NA,NA
"33046","RapidMiner",2022-12-14,19420,NA,NA,NA,NA
"33047","RapidMiner",2022-12-27,19475,NA,NA,NA,NA
"33048","RapidMiner",2023-01-01,19498,NA,NA,NA,NA
"33049","RapidMiner",2023-01-05,19512,NA,NA,NA,NA
"33050","RapidMiner",2023-01-09,19530,NA,NA,NA,NA
"33051","RapidMiner",2023-01-22,19634,NA,NA,NA,NA
"33052","RapidMiner",2023-01-28,19677,NA,NA,NA,NA
"33053","RapidMiner",2023-02-04,19712,NA,NA,NA,NA
"33054","RapidMiner",2023-02-10,19759,NA,NA,NA,NA
"33055","RapidMiner",2023-02-13,19778,NA,NA,NA,NA
"33056","RapidMiner",2023-02-24,19839,NA,NA,NA,NA
"33057","RapidMiner",2023-03-10,19910,NA,NA,NA,NA
"33058","RapidMiner",2023-03-14,19927,NA,NA,NA,NA
"33059","Raspberry Pi",2023-01-22,46387,NA,NA,NA,NA
"33060","Raspberry Pi",2024-06-24,105840,NA,NA,NA,NA
"33061","Raspberry Pi Foundation",2023-01-22,139037,NA,NA,NA,NA
"33062","Raspberry Pi Foundation",2024-06-24,158510,NA,NA,NA,NA
"33063","Raytheon",2023-06-23,864859,NA,NA,NA,NA
"33064","Raytheon",2023-07-06,866839,NA,NA,NA,NA
"33065","Raytheon",2023-07-23,869976,NA,NA,NA,NA
"33066","Raytheon",2023-08-05,874923,NA,NA,NA,NA
"33067","Raytheon",2023-08-29,884600,NA,NA,NA,NA
"33068","Raytheon",2023-10-18,894509,NA,NA,NA,NA
"33069","Raytheon",2023-12-14,886037,NA,NA,NA,NA
"33070","Raytheon",2023-12-17,887406,NA,NA,NA,NA
"33071","Raytheon",2023-12-18,887776,NA,NA,NA,NA
"33072","Raytheon",2024-04-08,932989,NA,NA,NA,NA
"33073","Raytheon",2024-05-04,940846,NA,NA,NA,NA
"33074","Raytheon",2024-05-28,947583,NA,NA,NA,NA
"33075","Raytheon",2024-06-24,955374,NA,NA,NA,NA
"33076","Raytheon",2024-06-28,956794,NA,NA,NA,NA
"33077","Raytheon",2024-07-20,962914,NA,NA,NA,NA
"33078","Raytheon",2024-08-06,969304,NA,NA,NA,NA
"33079","Raytheon",2024-09-02,978677,NA,NA,NA,NA
"33080","Raytheon",2024-09-16,983883,NA,NA,NA,NA
"33081","Raytheon",2025-02-21,1032712,NA,NA,NA,NA
"33082","Raytheon",2025-02-28,1035305,NA,NA,NA,NA
"33083","Raytheon Intelligence & Space",2023-01-21,199112,NA,NA,NA,NA
"33084","Raytheon Intelligence & Space",2023-02-25,205122,NA,NA,NA,NA
"33085","Raytheon Intelligence & Space",2023-03-13,207880,NA,NA,NA,NA
"33086","Raytheon Intelligence & Space",2023-03-29,210751,NA,NA,NA,NA
"33087","Raytheon Intelligence & Space",2023-04-10,213136,NA,NA,NA,NA
"33088","Raytheon Intelligence & Space",2023-04-23,215796,NA,NA,NA,NA
"33089","Raytheon Intelligence & Space",2023-06-05,223373,NA,NA,NA,NA
"33090","Raytheon Intelligence & Space",2023-06-11,224704,NA,NA,NA,NA
"33091","Raytheon Missiles & Defense",2023-01-21,215271,NA,NA,NA,NA
"33092","Raytheon Missiles & Defense",2023-02-25,222308,NA,NA,NA,NA
"33093","Raytheon Missiles & Defense",2023-03-13,225732,NA,NA,NA,NA
"33094","Raytheon Missiles & Defense",2023-03-29,229713,NA,NA,NA,NA
"33095","Raytheon Missiles & Defense",2023-04-10,232735,NA,NA,NA,NA
"33096","Raytheon Missiles & Defense",2023-04-23,236296,NA,NA,NA,NA
"33097","Raytheon Missiles & Defense",2023-06-05,245402,NA,NA,NA,NA
"33098","Raytheon Missiles & Defense",2023-06-11,247008,NA,NA,NA,NA
"33099","Raytheon Technologies",2023-01-21,422598,NA,NA,NA,NA
"33100","Raytheon Technologies",2023-02-25,438776,NA,NA,NA,NA
"33101","Raytheon Technologies",2023-03-13,445810,NA,NA,NA,NA
"33102","Raytheon Technologies",2023-03-29,453516,NA,NA,NA,NA
"33103","Raytheon Technologies",2023-04-10,458914,NA,NA,NA,NA
"33104","Raytheon Technologies",2023-04-23,465255,NA,NA,NA,NA
"33105","Raytheon Technologies",2023-06-05,483174,NA,NA,NA,NA
"33106","Raytheon Technologies",2023-06-11,486302,NA,NA,NA,NA
"33107","Raytheon Technologies",2023-06-23,493865,NA,NA,NA,NA
"33108","Raytheon Technologies",2023-07-06,500633,NA,NA,NA,NA
"33109","Raytheon Technologies",2023-07-23,509427,NA,NA,NA,NA
"33110","Rbanism",2024-07-17,24,NA,NA,NA,NA
"33111","Rbanism",2024-07-20,29,NA,NA,NA,NA
"33112","Rbanism",2024-07-23,30,NA,NA,NA,NA
"33113","Rbanism",2024-08-02,30,NA,NA,NA,NA
"33114","Rbanism",2024-08-06,30,NA,NA,NA,NA
"33115","Rbanism",2024-08-09,30,NA,NA,NA,NA
"33116","Rbanism",2024-08-20,31,NA,NA,NA,NA
"33117","Rbanism",2024-09-02,32,NA,NA,NA,NA
"33118","Rbanism",2024-09-07,32,NA,NA,NA,NA
"33119","Rbanism",2024-09-10,33,NA,NA,NA,NA
"33120","Rbanism",2024-09-16,33,NA,NA,NA,NA
"33121","Rbanism",2024-09-24,34,NA,NA,NA,NA
"33122","Rbanism",2024-11-26,37,NA,NA,NA,NA
"33123","Rbanism",2025-03-09,47,NA,NA,NA,22162
"33124","ReCode Therapeutics",2023-01-25,4280,NA,NA,NA,NA
"33125","ReCode Therapeutics",2023-01-29,4309,NA,NA,NA,NA
"33126","Real Consulting Data",2021-02-17,252,NA,NA,NA,NA
"33127","Real Consulting Data",2021-02-21,281,NA,NA,NA,NA
"33128","Real Consulting Data",2021-02-25,291,NA,NA,NA,NA
"33129","Real Consulting Data",2021-03-01,296,NA,NA,NA,NA
"33130","Real Consulting Data",2021-03-06,307,NA,NA,NA,NA
"33131","Real Consulting Data",2021-03-10,310,NA,NA,NA,NA
"33132","Real Consulting Data",2021-03-16,323,NA,NA,NA,NA
"33133","Real Consulting Data",2021-03-20,327,NA,NA,NA,NA
"33134","Real Consulting Data",2021-03-24,329,NA,NA,NA,NA
"33135","Real Consulting Data",2021-03-30,331,NA,NA,NA,NA
"33136","Real Consulting Data",2021-04-06,336,NA,NA,NA,NA
"33137","Real Consulting Data",2021-04-10,336,NA,NA,NA,NA
"33138","Real Consulting Data",2021-04-15,353,NA,NA,NA,NA
"33139","Real Consulting Data",2021-04-20,363,NA,NA,NA,NA
"33140","Real Consulting Data",2021-04-24,370,NA,NA,NA,NA
"33141","Real Consulting Data",2021-04-28,378,NA,NA,NA,NA
"33142","Real Consulting Data",2021-05-03,383,NA,NA,NA,NA
"33143","Real Consulting Data",2021-05-07,388,NA,NA,NA,NA
"33144","Real Consulting Data",2021-05-10,396,NA,NA,NA,NA
"33145","Real Consulting Data",2021-05-14,401,NA,NA,NA,NA
"33146","Real Consulting Data",2021-05-21,409,NA,NA,NA,NA
"33147","Real Consulting Data",2021-05-26,416,NA,NA,NA,NA
"33148","Real Consulting Data",2021-06-02,421,NA,NA,NA,NA
"33149","Real Consulting Data",2021-06-09,427,NA,NA,NA,NA
"33150","Real Consulting Data",2021-06-16,431,NA,NA,NA,NA
"33151","Real Consulting Data",2021-06-21,436,NA,NA,NA,NA
"33152","Real Consulting Data",2021-06-29,437,NA,NA,NA,NA
"33153","Real Consulting Data",2021-07-02,442,NA,NA,NA,NA
"33154","Real Consulting Data",2021-07-04,443,NA,NA,NA,NA
"33155","Real Consulting Data",2021-07-09,445,NA,NA,NA,NA
"33156","Real Consulting Data",2021-07-14,446,NA,NA,NA,NA
"33157","Real Consulting Data",2021-07-18,450,NA,NA,NA,NA
"33158","Real Consulting Data",2021-07-22,455,NA,NA,NA,NA
"33159","Real Consulting Data",2021-08-14,459,NA,NA,NA,NA
"33160","Real Consulting Data",2021-08-26,582,NA,NA,NA,NA
"33161","Real Consulting Data",2021-09-02,637,NA,NA,NA,NA
"33162","Real Consulting Data",2021-09-16,659,NA,NA,NA,NA
"33163","Real Consulting Data",2021-10-17,704,NA,NA,NA,NA
"33164","Real Consulting Data",2021-10-29,727,NA,NA,NA,NA
"33165","Real Consulting Data",2021-11-06,729,NA,NA,NA,NA
