"","Company","Date","Followers","...4","...5","...6","...1"
"31164","R-Ladies Lima",2024-07-23,1609,NA,NA,NA,NA
"31165","R-Ladies Lima",2024-08-02,1612,NA,NA,NA,NA
"31166","R-Ladies Lima",2024-08-06,1613,NA,NA,NA,NA
"31167","R-Ladies Lima",2024-08-09,1615,NA,NA,NA,NA
"31168","R-Ladies Lima",2024-08-20,1615,NA,NA,NA,NA
"31169","R-Ladies Lima",2024-09-02,1616,NA,NA,NA,NA
"31170","R-Ladies Lima",2024-09-07,1616,NA,NA,NA,NA
"31171","R-Ladies Lima",2024-09-10,1615,NA,NA,NA,NA
"31172","R-Ladies Lima",2024-09-16,1617,NA,NA,NA,NA
"31173","R-Ladies Lima",2024-09-24,1615,NA,NA,NA,NA
"31174","R-Ladies Lima",2024-11-26,1610,NA,NA,NA,NA
"31175","R-Ladies Lima",2025-03-09,1621,NA,NA,NA,22135
"31176","R-Ladies Manchester",2024-08-02,82,NA,NA,NA,NA
"31177","R-Ladies Manchester",2024-08-06,82,NA,NA,NA,NA
"31178","R-Ladies Manchester",2024-08-09,88,NA,NA,NA,NA
"31179","R-Ladies Manchester",2024-08-20,94,NA,NA,NA,NA
"31180","R-Ladies Manchester",2024-09-02,94,NA,NA,NA,NA
"31181","R-Ladies Manchester",2024-09-07,97,NA,NA,NA,NA
"31182","R-Ladies Manchester",2024-09-10,97,NA,NA,NA,NA
"31183","R-Ladies Manchester",2024-09-16,100,NA,NA,NA,NA
"31184","R-Ladies Manchester",2024-09-24,100,NA,NA,NA,NA
"31185","R-Ladies Manchester",2024-11-26,112,NA,NA,NA,NA
"31186","R-Ladies Manchester",2025-03-09,114,NA,NA,NA,22136
"31187","R-Ladies Melbourne Inc",2024-08-02,227,NA,NA,NA,NA
"31188","R-Ladies Melbourne Inc",2024-08-06,227,NA,NA,NA,NA
"31189","R-Ladies Melbourne Inc",2024-08-09,229,NA,NA,NA,NA
"31190","R-Ladies Melbourne Inc",2024-08-20,229,NA,NA,NA,NA
"31191","R-Ladies Melbourne Inc",2024-09-02,230,NA,NA,NA,NA
"31192","R-Ladies Melbourne Inc",2024-09-07,229,NA,NA,NA,NA
"31193","R-Ladies Melbourne Inc",2024-09-10,229,NA,NA,NA,NA
"31194","R-Ladies Melbourne Inc",2024-09-16,230,NA,NA,NA,NA
"31195","R-Ladies Melbourne Inc",2024-09-24,231,NA,NA,NA,NA
"31196","R-Ladies Melbourne Inc",2024-11-26,232,NA,NA,NA,NA
"31197","R-Ladies Melbourne Inc",2025-03-09,254,NA,NA,NA,22137
"31198","R-Ladies Miami",2022-03-03,198,NA,NA,NA,NA
"31199","R-Ladies Miami",2022-03-07,197,NA,NA,NA,NA
"31200","R-Ladies Miami",2022-03-15,198,NA,NA,NA,NA
"31201","R-Ladies Miami",2022-03-31,199,NA,NA,NA,NA
"31202","R-Ladies Miami",2022-04-09,199,NA,NA,NA,NA
"31203","R-Ladies Miami",2022-04-11,199,NA,NA,NA,NA
"31204","R-Ladies Miami",2022-04-13,199,NA,NA,NA,NA
"31205","R-Ladies Miami",2022-04-19,201,NA,NA,NA,NA
"31206","R-Ladies Miami",2022-04-29,201,NA,NA,NA,NA
"31207","R-Ladies Miami",2022-05-05,201,NA,NA,NA,NA
"31208","R-Ladies Miami",2022-05-12,201,NA,NA,NA,NA
"31209","R-Ladies Miami",2022-05-22,201,NA,NA,NA,NA
"31210","R-Ladies Miami",2022-05-27,201,NA,NA,NA,NA
"31211","R-Ladies Miami",2022-05-30,201,NA,NA,NA,NA
"31212","R-Ladies Miami",2022-06-01,201,NA,NA,NA,NA
"31213","R-Ladies Miami",2022-06-03,201,NA,NA,NA,NA
"31214","R-Ladies Miami",2022-06-07,201,NA,NA,NA,NA
"31215","R-Ladies Miami",2022-06-08,201,NA,NA,NA,NA
"31216","R-Ladies Miami",2022-06-13,200,NA,NA,NA,NA
"31217","R-Ladies Miami",2022-06-15,200,NA,NA,NA,NA
"31218","R-Ladies Miami",2022-06-16,200,NA,NA,NA,NA
"31219","R-Ladies Miami",2022-06-22,200,NA,NA,NA,NA
"31220","R-Ladies Miami",2022-06-23,200,NA,NA,NA,NA
"31221","R-Ladies Miami",2022-06-26,200,NA,NA,NA,NA
"31222","R-Ladies Miami",2022-06-28,200,NA,NA,NA,NA
"31223","R-Ladies Miami",2022-06-30,200,NA,NA,NA,NA
"31224","R-Ladies Miami",2022-07-01,200,NA,NA,NA,NA
"31225","R-Ladies Miami",2022-07-02,200,NA,NA,NA,NA
"31226","R-Ladies Miami",2022-07-04,200,NA,NA,NA,NA
"31227","R-Ladies Miami",2022-07-05,200,NA,NA,NA,NA
"31228","R-Ladies Miami",2022-07-09,200,NA,NA,NA,NA
"31229","R-Ladies Miami",2022-07-12,200,NA,NA,NA,NA
"31230","R-Ladies Miami",2022-07-18,200,NA,NA,NA,NA
"31231","R-Ladies Miami",2022-07-21,200,NA,NA,NA,NA
"31232","R-Ladies Miami",2022-07-23,200,NA,NA,NA,NA
"31233","R-Ladies Miami",2022-07-25,200,NA,NA,NA,NA
"31234","R-Ladies Miami",2022-08-01,200,NA,NA,NA,NA
"31235","R-Ladies Miami",2022-08-08,199,NA,NA,NA,NA
"31236","R-Ladies Miami",2022-08-16,199,NA,NA,NA,NA
"31237","R-Ladies Miami",2022-08-20,199,NA,NA,NA,NA
"31238","R-Ladies Miami",2022-08-25,199,NA,NA,NA,NA
"31239","R-Ladies Miami",2022-08-28,199,NA,NA,NA,NA
"31240","R-Ladies Miami",2022-09-01,198,NA,NA,NA,NA
"31241","R-Ladies Miami",2022-09-07,198,NA,NA,NA,NA
"31242","R-Ladies Miami",2022-09-10,198,NA,NA,NA,NA
"31243","R-Ladies Miami",2022-09-16,198,NA,NA,NA,NA
"31244","R-Ladies Miami",2022-09-22,197,NA,NA,NA,NA
"31245","R-Ladies Miami",2022-09-29,197,NA,NA,NA,NA
"31246","R-Ladies Miami",2022-10-03,197,NA,NA,NA,NA
"31247","R-Ladies Miami",2022-10-09,197,NA,NA,NA,NA
"31248","R-Ladies Miami",2022-10-12,197,NA,NA,NA,NA
"31249","R-Ladies Miami",2022-10-16,197,NA,NA,NA,NA
"31250","R-Ladies Miami",2022-10-22,197,NA,NA,NA,NA
"31251","R-Ladies Miami",2022-10-28,197,NA,NA,NA,NA
"31252","R-Ladies Miami",2022-11-03,197,NA,NA,NA,NA
"31253","R-Ladies Miami",2022-11-06,197,NA,NA,NA,NA
"31254","R-Ladies Miami",2022-11-14,198,NA,NA,NA,NA
"31255","R-Ladies Miami",2022-11-20,198,NA,NA,NA,NA
"31256","R-Ladies Miami",2022-11-24,198,NA,NA,NA,NA
"31257","R-Ladies Miami",2022-12-01,199,NA,NA,NA,NA
"31258","R-Ladies Miami",2022-12-08,199,NA,NA,NA,NA
"31259","R-Ladies Miami",2022-12-14,199,NA,NA,NA,NA
"31260","R-Ladies Miami",2022-12-27,198,NA,NA,NA,NA
"31261","R-Ladies Miami",2023-01-01,198,NA,NA,NA,NA
"31262","R-Ladies Miami",2023-01-05,198,NA,NA,NA,NA
"31263","R-Ladies Miami",2023-01-09,198,NA,NA,NA,NA
"31264","R-Ladies Miami",2023-01-22,198,NA,NA,NA,NA
"31265","R-Ladies Miami",2023-01-28,198,NA,NA,NA,NA
"31266","R-Ladies Miami",2023-02-04,199,NA,NA,NA,NA
"31267","R-Ladies Miami",2023-02-10,198,NA,NA,NA,NA
"31268","R-Ladies Miami",2023-02-13,199,NA,NA,NA,NA
"31269","R-Ladies Miami",2023-02-24,199,NA,NA,NA,NA
"31270","R-Ladies Miami",2023-03-10,199,NA,NA,NA,NA
"31271","R-Ladies Miami",2023-03-14,199,NA,NA,NA,NA
"31272","R-Ladies Miami",2023-03-18,199,NA,NA,NA,NA
"31273","R-Ladies Miami",2023-03-21,199,NA,NA,NA,NA
"31274","R-Ladies Miami",2023-03-25,199,NA,NA,NA,NA
"31275","R-Ladies Miami",2023-04-01,199,NA,NA,NA,NA
"31276","R-Ladies Miami",2023-04-10,198,NA,NA,NA,NA
"31277","R-Ladies Miami",2023-04-13,198,NA,NA,NA,NA
"31278","R-Ladies Miami",2023-04-21,199,NA,NA,NA,NA
"31279","R-Ladies Miami",2023-04-29,200,NA,NA,NA,NA
"31280","R-Ladies Miami",2023-05-12,200,NA,NA,NA,NA
"31281","R-Ladies Miami",2023-05-19,200,NA,NA,NA,NA
"31282","R-Ladies Miami",2023-05-29,200,NA,NA,NA,NA
"31283","R-Ladies Miami",2023-06-05,200,NA,NA,NA,NA
"31284","R-Ladies Miami",2023-06-11,200,NA,NA,NA,NA
"31285","R-Ladies Miami",2023-06-14,200,NA,NA,NA,NA
"31286","R-Ladies Miami",2023-06-17,200,NA,NA,NA,NA
"31287","R-Ladies Miami",2023-06-23,200,NA,NA,NA,NA
"31288","R-Ladies Miami",2023-06-27,200,NA,NA,NA,NA
"31289","R-Ladies Miami",2023-07-06,200,NA,NA,NA,NA
"31290","R-Ladies Miami",2023-07-23,200,NA,NA,NA,NA
"31291","R-Ladies Miami",2023-08-02,200,NA,NA,NA,NA
"31292","R-Ladies Miami",2023-08-08,200,NA,NA,NA,NA
"31293","R-Ladies Miami",2023-08-10,200,NA,NA,NA,NA
"31294","R-Ladies Miami",2023-08-29,200,NA,NA,NA,NA
"31295","R-Ladies Miami",2023-09-15,200,NA,NA,NA,NA
"31296","R-Ladies Miami",2023-10-18,201,NA,NA,NA,NA
"31297","R-Ladies Miami",2023-12-14,195,NA,NA,NA,NA
"31298","R-Ladies Miami",2023-12-16,195,NA,NA,NA,NA
"31299","R-Ladies Miami",2023-12-18,195,NA,NA,NA,NA
"31300","R-Ladies Miami",2024-01-22,197,NA,NA,NA,NA
"31301","R-Ladies Miami",2024-04-09,197,NA,NA,NA,NA
"31302","R-Ladies Miami",2024-04-17,198,NA,NA,NA,NA
"31303","R-Ladies Miami",2024-04-19,199,NA,NA,NA,NA
"31304","R-Ladies Miami",2024-04-28,199,NA,NA,NA,NA
"31305","R-Ladies Miami",2024-05-03,199,NA,NA,NA,NA
"31306","R-Ladies Miami",2024-05-19,199,NA,NA,NA,NA
"31307","R-Ladies Miami",2024-06-08,197,NA,NA,NA,NA
"31308","R-Ladies Miami",2024-06-24,197,NA,NA,NA,NA
"31309","R-Ladies Miami",2024-06-28,197,NA,NA,NA,NA
"31310","R-Ladies Miami",2024-07-17,197,NA,NA,NA,NA
"31311","R-Ladies Miami",2024-07-20,198,NA,NA,NA,NA
"31312","R-Ladies Miami",2024-07-23,198,NA,NA,NA,NA
"31313","R-Ladies Miami",2024-08-02,198,NA,NA,NA,NA
"31314","R-Ladies Miami",2024-08-06,198,NA,NA,NA,NA
"31315","R-Ladies Miami",2024-08-09,198,NA,NA,NA,NA
"31316","R-Ladies Miami",2024-08-20,197,NA,NA,NA,NA
"31317","R-Ladies Miami",2024-09-02,197,NA,NA,NA,NA
"31318","R-Ladies Miami",2024-09-07,197,NA,NA,NA,NA
"31319","R-Ladies Miami",2024-09-10,197,NA,NA,NA,NA
"31320","R-Ladies Miami",2024-09-16,198,NA,NA,NA,NA
"31321","R-Ladies Miami",2024-09-24,199,NA,NA,NA,NA
"31322","R-Ladies Miami",2024-11-26,199,NA,NA,NA,NA
"31323","R-Ladies Miami",2025-03-09,195,NA,NA,NA,22138
"31324","R-Ladies Montevideo",2024-08-02,111,NA,NA,NA,NA
"31325","R-Ladies Montevideo",2024-08-06,111,NA,NA,NA,NA
"31326","R-Ladies Montevideo",2024-08-09,111,NA,NA,NA,NA
"31327","R-Ladies Montevideo",2024-08-20,112,NA,NA,NA,NA
"31328","R-Ladies Montevideo",2024-09-02,119,NA,NA,NA,NA
"31329","R-Ladies Montevideo",2024-09-07,121,NA,NA,NA,NA
"31330","R-Ladies Montevideo",2024-09-10,121,NA,NA,NA,NA
"31331","R-Ladies Montevideo",2024-09-16,123,NA,NA,NA,NA
"31332","R-Ladies Montevideo",2024-09-24,124,NA,NA,NA,NA
"31333","R-Ladies Montevideo",2024-11-26,126,NA,NA,NA,NA
"31334","R-Ladies Montevideo",2025-03-09,128,NA,NA,NA,22139
"31335","R-Ladies Montpellier",2024-08-02,30,NA,NA,NA,NA
"31336","R-Ladies Montpellier",2024-08-06,30,NA,NA,NA,NA
"31337","R-Ladies Montpellier",2024-08-09,30,NA,NA,NA,NA
"31338","R-Ladies Montpellier",2024-08-20,30,NA,NA,NA,NA
"31339","R-Ladies Montpellier",2024-09-02,30,NA,NA,NA,NA
"31340","R-Ladies Montpellier",2024-09-07,30,NA,NA,NA,NA
"31341","R-Ladies Montpellier",2024-09-10,30,NA,NA,NA,NA
"31342","R-Ladies Montpellier",2024-09-16,31,NA,NA,NA,NA
"31343","R-Ladies Montpellier",2024-09-24,31,NA,NA,NA,NA
"31344","R-Ladies Montpellier",2024-11-26,31,NA,NA,NA,NA
"31345","R-Ladies Montpellier",2025-03-09,34,NA,NA,NA,22140
"31346","R-Ladies NYC",2024-04-09,65,NA,NA,NA,NA
"31347","R-Ladies NYC",2024-04-17,67,NA,NA,NA,NA
"31348","R-Ladies NYC",2024-04-28,76,NA,NA,NA,NA
"31349","R-Ladies NYC",2024-05-03,79,NA,NA,NA,NA
"31350","R-Ladies NYC",2024-05-19,87,NA,NA,NA,NA
"31351","R-Ladies NYC",2024-06-08,91,NA,NA,NA,NA
"31352","R-Ladies NYC",2024-06-24,100,NA,NA,NA,NA
"31353","R-Ladies NYC",2024-06-28,112,NA,NA,NA,NA
"31354","R-Ladies NYC",2024-07-17,124,NA,NA,NA,NA
"31355","R-Ladies NYC",2024-07-20,126,NA,NA,NA,NA
"31356","R-Ladies NYC",2024-07-23,126,NA,NA,NA,NA
"31357","R-Ladies NYC",2024-08-02,127,NA,NA,NA,NA
"31358","R-Ladies NYC",2024-08-06,127,NA,NA,NA,NA
"31359","R-Ladies NYC",2024-08-09,128,NA,NA,NA,NA
"31360","R-Ladies NYC",2024-08-20,128,NA,NA,NA,NA
"31361","R-Ladies NYC",2024-09-02,129,NA,NA,NA,NA
"31362","R-Ladies NYC",2024-09-07,132,NA,NA,NA,NA
"31363","R-Ladies NYC",2024-09-10,132,NA,NA,NA,NA
"31364","R-Ladies NYC",2024-09-16,141,NA,NA,NA,NA
"31365","R-Ladies NYC",2024-09-24,145,NA,NA,NA,NA
"31366","R-Ladies NYC",2024-11-26,152,NA,NA,NA,NA
"31367","R-Ladies NYC",2025-03-09,153,NA,NA,NA,22141
"31368","R-Ladies Oslo",2024-08-02,28,NA,NA,NA,NA
"31369","R-Ladies Oslo",2024-08-06,28,NA,NA,NA,NA
"31370","R-Ladies Oslo",2024-08-09,28,NA,NA,NA,NA
"31371","R-Ladies Oslo",2024-08-20,28,NA,NA,NA,NA
"31372","R-Ladies Oslo",2024-09-02,28,NA,NA,NA,NA
"31373","R-Ladies Oslo",2024-09-07,29,NA,NA,NA,NA
"31374","R-Ladies Oslo",2024-09-10,29,NA,NA,NA,NA
"31375","R-Ladies Oslo",2024-09-16,30,NA,NA,NA,NA
"31376","R-Ladies Oslo",2024-09-24,30,NA,NA,NA,NA
"31377","R-Ladies Oslo",2024-11-26,31,NA,NA,NA,NA
"31378","R-Ladies Oslo",2025-03-09,33,NA,NA,NA,22142
"31379","R-Ladies Paris",2022-08-01,141,NA,NA,NA,NA
"31380","R-Ladies Paris",2022-08-08,196,NA,NA,NA,NA
"31381","R-Ladies Paris",2022-08-16,241,NA,NA,NA,NA
"31382","R-Ladies Paris",2022-08-20,275,NA,NA,NA,NA
"31383","R-Ladies Paris",2022-08-25,284,NA,NA,NA,NA
"31384","R-Ladies Paris",2022-08-28,289,NA,NA,NA,NA
"31385","R-Ladies Paris",2022-09-01,298,NA,NA,NA,NA
"31386","R-Ladies Paris",2022-09-07,318,NA,NA,NA,NA
"31387","R-Ladies Paris",2022-09-10,355,NA,NA,NA,NA
"31388","R-Ladies Paris",2022-09-16,433,NA,NA,NA,NA
"31389","R-Ladies Paris",2022-09-22,449,NA,NA,NA,NA
"31390","R-Ladies Paris",2022-09-29,479,NA,NA,NA,NA
"31391","R-Ladies Paris",2022-10-03,481,NA,NA,NA,NA
"31392","R-Ladies Paris",2022-10-09,529,NA,NA,NA,NA
"31393","R-Ladies Paris",2022-10-12,556,NA,NA,NA,NA
"31394","R-Ladies Paris",2022-10-16,580,NA,NA,NA,NA
"31395","R-Ladies Paris",2022-10-22,593,NA,NA,NA,NA
"31396","R-Ladies Paris",2022-10-28,629,NA,NA,NA,NA
"31397","R-Ladies Paris",2022-11-03,642,NA,NA,NA,NA
"31398","R-Ladies Paris",2022-11-06,645,NA,NA,NA,NA
"31399","R-Ladies Paris",2022-11-14,666,NA,NA,NA,NA
"31400","R-Ladies Paris",2022-11-20,680,NA,NA,NA,NA
"31401","R-Ladies Paris",2022-11-24,692,NA,NA,NA,NA
"31402","R-Ladies Paris",2022-12-01,717,NA,NA,NA,NA
"31403","R-Ladies Paris",2022-12-08,741,NA,NA,NA,NA
"31404","R-Ladies Paris",2022-12-14,754,NA,NA,NA,NA
"31405","R-Ladies Paris",2022-12-27,773,NA,NA,NA,NA
"31406","R-Ladies Paris",2023-01-01,780,NA,NA,NA,NA
"31407","R-Ladies Paris",2023-01-05,821,NA,NA,NA,NA
"31408","R-Ladies Paris",2023-01-09,827,NA,NA,NA,NA
"31409","R-Ladies Paris",2023-01-22,875,NA,NA,NA,NA
"31410","R-Ladies Paris",2023-01-28,891,NA,NA,NA,NA
"31411","R-Ladies Paris",2023-02-04,910,NA,NA,NA,NA
"31412","R-Ladies Paris",2023-02-10,935,NA,NA,NA,NA
"31413","R-Ladies Paris",2023-02-13,951,NA,NA,NA,NA
"31414","R-Ladies Paris",2023-02-24,975,NA,NA,NA,NA
"31415","R-Ladies Paris",2023-02-25,976,NA,NA,NA,NA
"31416","R-Ladies Paris",2023-03-10,989,NA,NA,NA,NA
"31417","R-Ladies Paris",2023-03-13,990,NA,NA,NA,NA
"31418","R-Ladies Paris",2023-03-14,991,NA,NA,NA,NA
"31419","R-Ladies Paris",2023-03-18,992,NA,NA,NA,NA
"31420","R-Ladies Paris",2023-03-21,1001,NA,NA,NA,NA
"31421","R-Ladies Paris",2023-03-25,1006,NA,NA,NA,NA
"31422","R-Ladies Paris",2023-03-29,1011,NA,NA,NA,NA
"31423","R-Ladies Paris",2023-04-01,1016,NA,NA,NA,NA
"31424","R-Ladies Paris",2023-04-10,1020,NA,NA,NA,NA
"31425","R-Ladies Paris",2023-04-13,1023,NA,NA,NA,NA
"31426","R-Ladies Paris",2023-04-21,1038,NA,NA,NA,NA
"31427","R-Ladies Paris",2023-04-23,1041,NA,NA,NA,NA
"31428","R-Ladies Paris",2023-04-29,1050,NA,NA,NA,NA
"31429","R-Ladies Paris",2023-05-12,1061,NA,NA,NA,NA
"31430","R-Ladies Paris",2023-05-19,1066,NA,NA,NA,NA
"31431","R-Ladies Paris",2023-05-29,1075,NA,NA,NA,NA
"31432","R-Ladies Paris",2023-06-05,1077,NA,NA,NA,NA
"31433","R-Ladies Paris",2023-06-11,1079,NA,NA,NA,NA
"31434","R-Ladies Paris",2023-06-14,1079,NA,NA,NA,NA
"31435","R-Ladies Paris",2023-06-17,1079,NA,NA,NA,NA
"31436","R-Ladies Paris",2023-06-23,1080,NA,NA,NA,NA
"31437","R-Ladies Paris",2023-06-27,1080,NA,NA,NA,NA
"31438","R-Ladies Paris",2023-07-06,1081,NA,NA,NA,NA
"31439","R-Ladies Paris",2023-07-23,1088,NA,NA,NA,NA
"31440","R-Ladies Paris",2023-08-02,1089,NA,NA,NA,NA
"31441","R-Ladies Paris",2023-08-05,1089,NA,NA,NA,NA
"31442","R-Ladies Paris",2023-08-08,1089,NA,NA,NA,NA
"31443","R-Ladies Paris",2023-08-10,1090,NA,NA,NA,NA
"31444","R-Ladies Paris",2023-08-29,1097,NA,NA,NA,NA
"31445","R-Ladies Paris",2023-09-15,1114,NA,NA,NA,NA
"31446","R-Ladies Paris",2023-10-18,1195,NA,NA,NA,NA
"31447","R-Ladies Paris",2023-12-14,1218,NA,NA,NA,NA
"31448","R-Ladies Paris",2023-12-18,1221,NA,NA,NA,NA
"31449","R-Ladies Paris",2024-01-22,1269,NA,NA,NA,NA
"31450","R-Ladies Paris",2024-04-09,1330,NA,NA,NA,NA
"31451","R-Ladies Paris",2024-04-17,1340,NA,NA,NA,NA
"31452","R-Ladies Paris",2024-04-28,1352,NA,NA,NA,NA
"31453","R-Ladies Paris",2024-05-03,1358,NA,NA,NA,NA
"31454","R-Ladies Paris",2024-05-19,1361,NA,NA,NA,NA
"31455","R-Ladies Paris",2024-06-08,1361,NA,NA,NA,NA
"31456","R-Ladies Paris",2024-06-24,1370,NA,NA,NA,NA
"31457","R-Ladies Paris",2024-06-28,1370,NA,NA,NA,NA
"31458","R-Ladies Paris",2024-07-17,1375,NA,NA,NA,NA
"31459","R-Ladies Paris",2024-07-20,1377,NA,NA,NA,NA
"31460","R-Ladies Paris",2024-07-23,1377,NA,NA,NA,NA
"31461","R-Ladies Paris",2024-08-02,1376,NA,NA,NA,NA
"31462","R-Ladies Paris",2024-08-06,1376,NA,NA,NA,NA
"31463","R-Ladies Paris",2024-08-09,1377,NA,NA,NA,NA
"31464","R-Ladies Paris",2024-08-20,1378,NA,NA,NA,NA
"31465","R-Ladies Paris",2024-09-02,1381,NA,NA,NA,NA
"31466","R-Ladies Paris",2024-09-07,1380,NA,NA,NA,NA
"31467","R-Ladies Paris",2024-09-10,1381,NA,NA,NA,NA
"31468","R-Ladies Paris",2024-09-16,1382,NA,NA,NA,NA
"31469","R-Ladies Paris",2024-09-24,1384,NA,NA,NA,NA
"31470","R-Ladies Paris",2024-11-26,1424,NA,NA,NA,NA
"31471","R-Ladies Paris",2025-03-09,1446,NA,NA,NA,22143
"31472","R-Ladies Rome",2023-12-14,364,NA,NA,NA,NA
"31473","R-Ladies Rome",2023-12-18,382,NA,NA,NA,NA
"31474","R-Ladies Rome",2024-01-22,428,NA,NA,NA,NA
"31475","R-Ladies Rome",2024-04-09,565,NA,NA,NA,NA
"31476","R-Ladies Rome",2024-04-17,569,NA,NA,NA,NA
"31477","R-Ladies Rome",2024-04-28,584,NA,NA,NA,NA
"31478","R-Ladies Rome",2024-05-03,587,NA,NA,NA,NA
"31479","R-Ladies Rome",2024-05-19,609,NA,NA,NA,NA
"31480","R-Ladies Rome",2024-06-08,637,NA,NA,NA,NA
"31481","R-Ladies Rome",2024-06-24,641,NA,NA,NA,NA
"31482","R-Ladies Rome",2024-06-28,642,NA,NA,NA,NA
"31483","R-Ladies Rome",2024-07-17,653,NA,NA,NA,NA
"31484","R-Ladies Rome",2024-07-20,657,NA,NA,NA,NA
"31485","R-Ladies Rome",2024-07-23,661,NA,NA,NA,NA
"31486","R-Ladies Rome",2024-08-02,668,NA,NA,NA,NA
"31487","R-Ladies Rome",2024-08-06,671,NA,NA,NA,NA
"31488","R-Ladies Rome",2024-08-09,672,NA,NA,NA,NA
"31489","R-Ladies Rome",2024-08-20,677,NA,NA,NA,NA
"31490","R-Ladies Rome",2024-09-02,678,NA,NA,NA,NA
"31491","R-Ladies Rome",2024-09-07,678,NA,NA,NA,NA
"31492","R-Ladies Rome",2024-09-10,677,NA,NA,NA,NA
"31493","R-Ladies Rome",2024-09-16,677,NA,NA,NA,NA
"31494","R-Ladies Rome",2024-09-24,681,NA,NA,NA,NA
"31495","R-Ladies Rome",2024-11-26,692,NA,NA,NA,NA
"31496","R-Ladies Rome",2025-03-09,744,NA,NA,NA,22144
"31497","R-Ladies Salzburg",2024-07-17,73,NA,NA,NA,NA
"31498","R-Ladies Salzburg",2024-07-20,93,NA,NA,NA,NA
"31499","R-Ladies Salzburg",2024-07-23,97,NA,NA,NA,NA
"31500","R-Ladies Salzburg",2024-08-02,107,NA,NA,NA,NA
"31501","R-Ladies Salzburg",2024-08-06,108,NA,NA,NA,NA
"31502","R-Ladies Salzburg",2024-08-09,108,NA,NA,NA,NA
"31503","R-Ladies Salzburg",2024-08-20,109,NA,NA,NA,NA
"31504","R-Ladies Salzburg",2024-09-02,109,NA,NA,NA,NA
"31505","R-Ladies Salzburg",2024-09-07,109,NA,NA,NA,NA
"31506","R-Ladies Salzburg",2024-09-10,109,NA,NA,NA,NA
"31507","R-Ladies Salzburg",2024-09-16,110,NA,NA,NA,NA
"31508","R-Ladies Salzburg",2024-09-24,110,NA,NA,NA,NA
"31509","R-Ladies Salzburg",2024-11-26,109,NA,NA,NA,NA
"31510","R-Ladies Salzburg",2025-03-09,113,NA,NA,NA,22145
"31511","R-Ladies Santiago",2024-08-02,81,NA,NA,NA,NA
"31512","R-Ladies Santiago",2024-08-06,82,NA,NA,NA,NA
"31513","R-Ladies Santiago",2024-08-09,85,NA,NA,NA,NA
"31514","R-Ladies Santiago",2024-08-20,86,NA,NA,NA,NA
"31515","R-Ladies Santiago",2024-09-02,88,NA,NA,NA,NA
"31516","R-Ladies Santiago",2024-09-07,89,NA,NA,NA,NA
"31517","R-Ladies Santiago",2024-09-10,92,NA,NA,NA,NA
"31518","R-Ladies Santiago",2024-09-16,93,NA,NA,NA,NA
"31519","R-Ladies Santiago",2024-09-24,95,NA,NA,NA,NA
"31520","R-Ladies Santiago",2024-11-26,116,NA,NA,NA,NA
"31521","R-Ladies Santiago",2025-03-09,126,NA,NA,NA,22146
"31522","R-Ladies Saudi Arabia (Dammam)",2022-03-20,244,NA,NA,NA,NA
"31523","R-Ladies Saudi Arabia (Dammam)",2022-03-31,247,NA,NA,NA,NA
"31524","R-Ladies Saudi Arabia (Dammam)",2022-04-09,249,NA,NA,NA,NA
"31525","R-Ladies Saudi Arabia (Dammam)",2022-04-13,249,NA,NA,NA,NA
"31526","R-Ladies Saudi Arabia (Dammam)",2022-04-19,251,NA,NA,NA,NA
"31527","R-Ladies Saudi Arabia (Dammam)",2022-04-29,256,NA,NA,NA,NA
"31528","R-Ladies Saudi Arabia (Dammam)",2022-05-22,265,NA,NA,NA,NA
"31529","R-Ladies Saudi Arabia (Dammam)",2022-05-27,268,NA,NA,NA,NA
"31530","R-Ladies Saudi Arabia (Dammam)",2022-05-30,269,NA,NA,NA,NA
"31531","R-Ladies Saudi Arabia (Dammam)",2022-06-01,269,NA,NA,NA,NA
"31532","R-Ladies Saudi Arabia (Dammam)",2022-06-07,269,NA,NA,NA,NA
"31533","R-Ladies Saudi Arabia (Dammam)",2022-06-08,269,NA,NA,NA,NA
"31534","R-Ladies Saudi Arabia (Dammam)",2022-06-11,269,NA,NA,NA,NA
"31535","R-Ladies Saudi Arabia (Dammam)",2022-06-13,269,NA,NA,NA,NA
"31536","R-Ladies Saudi Arabia (Dammam)",2022-06-16,271,NA,NA,NA,NA
"31537","R-Ladies Saudi Arabia (Dammam)",2022-06-22,272,NA,NA,NA,NA
"31538","R-Ladies Saudi Arabia (Dammam)",2022-06-23,272,NA,NA,NA,NA
"31539","R-Ladies Saudi Arabia (Dammam)",2022-06-26,272,NA,NA,NA,NA
"31540","R-Ladies Saudi Arabia (Dammam)",2022-06-28,272,NA,NA,NA,NA
"31541","R-Ladies Saudi Arabia (Dammam)",2022-06-30,272,NA,NA,NA,NA
"31542","R-Ladies Saudi Arabia (Dammam)",2022-07-01,272,NA,NA,NA,NA
"31543","R-Ladies Saudi Arabia (Dammam)",2022-07-02,273,NA,NA,NA,NA
"31544","R-Ladies Saudi Arabia (Dammam)",2022-07-04,273,NA,NA,NA,NA
"31545","R-Ladies Saudi Arabia (Dammam)",2022-07-05,274,NA,NA,NA,NA
"31546","R-Ladies Saudi Arabia (Dammam)",2022-07-09,274,NA,NA,NA,NA
"31547","R-Ladies Saudi Arabia (Dammam)",2022-07-12,274,NA,NA,NA,NA
